segment_id,basin_id,slope_deg,aspect,curvature,twi,dist_to_fault_m,soil_saturation_pct,ari_7d,forecast_rain_3h,ndvi,label
SEG_0227,BRAHMAPUTRA_BASIN,21.67,263.9,0.00286,13.11,3467.1,27.86,248.66,10.78,0.102,0
SEG_0228,MANAS_RIVER_BASIN,42.02,51.43,0.02534,12.76,2311.7,78.18,211.48,73.63,0.166,1
SEG_0229,TEESTA_VALLEY,41.16,100.92,0.01874,2.34,1085.4,58.87,158.02,69.24,0.623,0
SEG_0230,TEESTA_VALLEY,30.03,286.03,0.02071,2.7,273.7,45.86,73.82,27.89,0.311,0
SEG_0231,BARAK_VALLEY,6.1,209.97,0.03422,9.69,783.1,13.0,53.66,49.93,0.67,0
SEG_0232,BRAHMAPUTRA_BASIN,34.29,224.92,-0.04282,11.56,861.9,73.54,205.63,96.48,0.514,1
SEG_0233,SUBANSIRI_VALLEY,12.14,279.12,-0.02286,8.95,1009.3,21.91,157.39,6.52,0.661,0
SEG_0234,TEESTA_VALLEY,8.13,302.16,-0.04962,5.46,2598.3,38.15,25.47,43.23,0.303,0
SEG_0235,BARAK_VALLEY,48.33,205.85,0.04072,15.2,1489.9,43.58,234.08,81.02,0.187,1
SEG_0236,SUBANSIRI_VALLEY,36.64,253.39,-0.04956,4.34,2501.4,69.31,241.51,91.32,0.813,0
SEG_0237,TEESTA_VALLEY,19.9,37.93,0.02818,11.02,187.7,42.04,239.2,60.05,0.425,0
SEG_0238,BARAK_VALLEY,23.49,18.85,0.02676,7.83,2881.2,85.68,53.0,78.88,0.454,0
SEG_0239,TEESTA_VALLEY,44.81,271.45,-0.04641,7.53,3259.2,21.19,184.27,116.95,0.139,0
SEG_0240,TEESTA_VALLEY,49.51,103.47,-0.01322,2.81,408.1,55.91,66.9,100.26,0.111,1
SEG_0241,MANAS_RIVER_BASIN,50.55,301.78,0.02094,15.28,129.3,75.52,82.56,108.73,0.3,1
SEG_0242,BRAHMAPUTRA_BASIN,30.95,243.92,-0.01881,12.84,2709.8,56.4,244.0,15.07,0.113,0
SEG_0243,BARAK_VALLEY,24.13,132.38,-0.03183,8.1,1175.7,40.42,184.76,26.79,0.581,0
SEG_0244,MANAS_RIVER_BASIN,37.32,350.71,0.03471,2.33,3147.0,79.7,195.09,54.96,0.399,1
SEG_0245,SUBANSIRI_VALLEY,49.97,255.65,0.04374,10.45,1667.4,15.31,167.91,69.87,0.843,0
SEG_0246,SUBANSIRI_VALLEY,32.22,346.6,-0.04244,7.12,804.3,27.43,35.2,74.69,0.686,0
SEG_0247,MANAS_RIVER_BASIN,18.81,353.4,0.00273,14.69,590.3,67.21,202.47,113.69,0.353,1
SEG_0248,TEESTA_VALLEY,39.5,248.43,0.04306,8.96,821.3,13.97,103.91,36.23,0.671,0
SEG_0249,MANAS_RIVER_BASIN,52.45,346.43,0.01209,15.0,2667.8,58.67,45.08,55.03,0.521,0
SEG_0250,MANAS_RIVER_BASIN,7.5,303.71,0.04812,13.1,2991.2,31.54,240.16,23.63,0.814,0
SEG_0251,BARAK_VALLEY,54.06,205.03,-0.02405,8.12,2085.6,16.5,155.59,117.74,0.243,1
SEG_0252,MANAS_RIVER_BASIN,47.71,278.31,-0.019,5.25,1614.7,79.54,240.04,91.63,0.741,1
SEG_0253,SUBANSIRI_VALLEY,5.61,3.25,-0.0143,14.97,815.8,66.46,55.52,38.6,0.736,0
SEG_0254,MANAS_RIVER_BASIN,17.29,145.0,0.03946,2.01,3156.8,23.69,247.52,114.58,0.471,0
SEG_0255,TEESTA_VALLEY,43.05,133.82,-0.01075,12.56,3216.1,94.63,144.28,42.85,0.691,0
SEG_0256,BARAK_VALLEY,25.78,305.02,0.04022,14.28,3410.8,12.45,209.95,90.21,0.272,0
SEG_0257,TEESTA_VALLEY,13.76,312.04,-0.02175,15.31,2044.0,48.86,145.02,62.0,0.669,0
SEG_0258,BRAHMAPUTRA_BASIN,49.63,151.0,0.02804,8.67,1751.4,28.22,147.78,22.34,0.349,0
SEG_0259,SUBANSIRI_VALLEY,36.8,131.17,-0.02048,14.31,1620.8,18.46,206.69,5.72,0.645,0
SEG_0260,SUBANSIRI_VALLEY,12.58,315.32,0.00391,5.95,1499.8,13.34,31.97,91.87,0.1,0
SEG_0261,TEESTA_VALLEY,8.07,130.38,0.02231,4.81,728.5,10.9,109.37,105.93,0.139,0
SEG_0262,BARAK_VALLEY,38.15,267.08,0.03484,7.92,1074.2,38.95,178.16,98.01,0.236,0
SEG_0263,BARAK_VALLEY,54.98,146.07,-0.02795,12.67,1907.8,23.31,95.17,49.74,0.665,0
SEG_0264,BRAHMAPUTRA_BASIN,29.09,130.22,0.04492,10.85,472.2,59.85,195.18,85.02,0.229,1
SEG_0265,TEESTA_VALLEY,51.65,297.9,0.01972,12.0,1626.8,91.97,173.65,87.48,0.746,1
SEG_0266,MANAS_RIVER_BASIN,12.11,76.82,0.01651,4.2,433.7,78.06,167.76,52.24,0.512,0
SEG_0267,TEESTA_VALLEY,24.03,58.69,0.02862,12.28,1357.6,12.24,209.75,1.37,0.628,0
SEG_0268,SUBANSIRI_VALLEY,32.95,180.39,0.02062,9.48,1901.8,48.23,77.21,57.87,0.189,0
SEG_0269,BARAK_VALLEY,52.62,81.62,0.03793,13.32,2376.5,65.63,79.14,97.97,0.476,0
SEG_0270,BARAK_VALLEY,47.53,353.49,0.0128,5.47,586.6,26.64,4.95,46.88,0.244,0
SEG_0271,SUBANSIRI_VALLEY,36.06,120.26,0.02327,7.66,257.9,79.75,71.44,51.93,0.614,0
SEG_0272,SUBANSIRI_VALLEY,54.1,282.55,0.02335,3.63,2737.9,79.89,150.28,118.84,0.344,1
SEG_0273,BRAHMAPUTRA_BASIN,50.74,4.13,-0.00499,15.68,378.9,58.75,244.74,66.66,0.242,1
SEG_0274,TEESTA_VALLEY,24.88,95.14,-0.02947,8.76,954.5,35.58,164.19,116.22,0.553,0
SEG_0275,BARAK_VALLEY,8.78,342.51,-0.02027,3.29,2104.7,65.5,162.13,32.09,0.111,0
SEG_0276,TEESTA_VALLEY,31.29,89.83,-0.0498,4.44,427.4,49.97,153.06,25.57,0.804,0
SEG_0277,MANAS_RIVER_BASIN,15.13,211.53,0.02011,11.52,1440.4,11.37,145.73,30.37,0.438,0
SEG_0278,MANAS_RIVER_BASIN,35.86,266.19,-0.02853,11.31,1753.2,76.11,81.76,106.81,0.163,1
SEG_0279,TEESTA_VALLEY,26.7,93.14,-0.00656,12.13,51.5,62.46,153.32,76.52,0.282,0
SEG_0280,TEESTA_VALLEY,45.92,18.01,0.04115,2.41,1258.8,11.41,19.29,109.34,0.366,0
SEG_0281,BRAHMAPUTRA_BASIN,41.64,218.42,0.01729,3.14,3331.2,84.63,201.27,98.76,0.8,0
SEG_0282,BRAHMAPUTRA_BASIN,30.68,91.21,0.04877,6.08,2702.2,48.05,51.55,95.97,0.35,0
SEG_0283,SUBANSIRI_VALLEY,23.42,322.32,0.01665,13.02,1601.1,66.09,62.1,84.66,0.421,0
SEG_0284,MANAS_RIVER_BASIN,44.2,150.98,1e-05,12.99,2104.0,27.9,147.56,48.92,0.452,0
SEG_0285,SUBANSIRI_VALLEY,15.5,101.17,0.0213,2.16,1442.5,92.24,27.97,61.97,0.69,0
SEG_0286,BARAK_VALLEY,10.52,104.11,-0.01902,5.5,1812.2,57.66,89.22,42.45,0.721,0
SEG_0287,TEESTA_VALLEY,46.41,77.78,0.03093,13.01,2220.1,43.24,67.87,27.81,0.339,0
SEG_0288,TEESTA_VALLEY,47.94,243.7,0.03379,14.02,2624.3,49.09,152.64,19.24,0.605,0
SEG_0289,MANAS_RIVER_BASIN,41.1,138.53,-0.00106,8.01,2597.4,86.8,132.97,94.73,0.323,0
SEG_0290,BARAK_VALLEY,41.62,317.4,-0.03785,10.88,2045.9,20.54,52.97,37.32,0.225,0
SEG_0291,BARAK_VALLEY,21.78,269.78,0.00719,15.81,1463.3,77.09,217.87,81.48,0.409,1
SEG_0292,BRAHMAPUTRA_BASIN,25.6,313.39,0.01314,9.46,421.6,63.9,29.3,40.46,0.207,0
SEG_0293,BRAHMAPUTRA_BASIN,30.61,41.14,0.02648,11.5,2710.0,94.68,194.12,73.36,0.743,0
SEG_0294,MANAS_RIVER_BASIN,36.42,247.91,-0.02467,2.14,2537.6,57.67,209.03,98.57,0.732,1
SEG_0295,BARAK_VALLEY,11.37,102.78,0.00316,9.15,2875.7,46.01,121.09,1.6,0.407,0
SEG_0296,SUBANSIRI_VALLEY,14.09,267.51,0.03479,9.64,3436.3,50.09,128.34,118.71,0.274,0
SEG_0297,MANAS_RIVER_BASIN,32.95,115.62,-0.02799,6.91,1316.4,16.12,92.39,55.71,0.642,0
SEG_0298,BARAK_VALLEY,23.96,299.29,0.03423,7.23,2219.3,18.49,25.92,5.84,0.536,0
SEG_0299,TEESTA_VALLEY,34.19,281.51,0.02517,13.24,1822.7,22.49,167.79,74.46,0.657,0
SEG_0300,SUBANSIRI_VALLEY,24.54,57.12,-0.02418,10.48,1527.4,78.91,213.15,65.0,0.669,0
SEG_0301,SUBANSIRI_VALLEY,28.7,257.9,-0.02291,4.83,1112.1,31.49,53.73,50.98,0.781,0
SEG_0302,TEESTA_VALLEY,34.23,48.11,-0.00561,8.31,3355.6,48.37,137.34,63.99,0.578,0
SEG_0303,BARAK_VALLEY,36.82,116.82,-0.02305,4.67,2437.4,29.47,148.83,31.76,0.596,0
SEG_0304,SUBANSIRI_VALLEY,43.68,269.22,-0.03494,5.04,1634.7,33.5,103.81,106.62,0.718,0
SEG_0305,SUBANSIRI_VALLEY,6.95,240.07,-0.0177,14.57,3110.7,38.95,225.24,119.54,0.719,0
SEG_0306,MANAS_RIVER_BASIN,8.36,34.17,0.04989,6.57,2623.7,81.79,214.51,119.72,0.281,1
SEG_0307,MANAS_RIVER_BASIN,20.91,346.02,0.03917,13.89,1432.9,11.22,20.06,37.46,0.112,0
SEG_0308,BARAK_VALLEY,5.27,337.83,-0.00852,7.63,1379.3,16.17,159.58,87.96,0.607,0
SEG_0309,MANAS_RIVER_BASIN,24.46,82.4,0.00969,14.99,3253.4,40.43,131.92,25.4,0.847,0
SEG_0310,TEESTA_VALLEY,30.2,341.71,0.03328,7.07,3025.5,19.8,231.26,75.8,0.141,0
SEG_0311,BARAK_VALLEY,39.86,233.51,-0.02247,4.19,2233.1,63.34,44.84,84.62,0.441,0
SEG_0312,BRAHMAPUTRA_BASIN,5.96,280.48,0.01097,11.79,2936.8,81.45,240.23,64.31,0.466,0
SEG_0313,MANAS_RIVER_BASIN,12.68,206.14,-0.0223,14.9,2049.5,62.76,88.73,6.24,0.124,0
SEG_0314,SUBANSIRI_VALLEY,49.05,317.85,0.0159,4.96,3023.2,88.86,49.16,88.49,0.315,0
SEG_0315,TEESTA_VALLEY,54.86,10.81,0.03974,10.72,3407.4,51.39,211.85,7.49,0.351,0
SEG_0316,MANAS_RIVER_BASIN,9.26,138.82,-0.0429,4.95,818.2,51.75,67.14,12.12,0.226,0
SEG_0317,MANAS_RIVER_BASIN,31.49,354.71,-0.0334,3.6,50.3,23.85,51.82,75.67,0.265,0
SEG_0318,MANAS_RIVER_BASIN,8.13,75.78,0.0309,4.06,1212.4,86.95,38.73,9.93,0.463,0
SEG_0319,BARAK_VALLEY,33.17,289.37,-0.03629,10.13,1779.2,22.82,156.0,32.84,0.466,0
SEG_0320,BRAHMAPUTRA_BASIN,46.12,20.51,-0.00814,8.42,2543.0,61.11,166.8,93.25,0.747,0
SEG_0321,MANAS_RIVER_BASIN,54.47,320.23,-0.01285,4.73,1723.1,76.01,123.14,57.98,0.729,0
SEG_0322,BRAHMAPUTRA_BASIN,11.16,251.47,-0.00839,9.19,3163.5,89.2,204.46,61.22,0.652,0
SEG_0323,SUBANSIRI_VALLEY,29.48,232.11,-0.02702,9.74,1315.2,68.89,35.31,68.51,0.239,0
SEG_0324,MANAS_RIVER_BASIN,25.33,325.15,0.01039,10.07,1964.5,43.03,196.41,30.34,0.804,0
SEG_0325,BARAK_VALLEY,21.87,262.61,0.00732,6.73,3460.1,12.25,63.16,62.41,0.491,0
SEG_0326,MANAS_RIVER_BASIN,48.53,285.33,0.01273,12.5,549.1,50.79,87.8,11.25,0.465,0
SEG_0327,BRAHMAPUTRA_BASIN,52.43,340.08,0.01099,14.94,2754.6,62.51,1.61,92.7,0.627,0
SEG_0328,TEESTA_VALLEY,40.2,336.66,-0.01242,11.91,1675.4,70.02,190.72,5.45,0.585,0
SEG_0329,BARAK_VALLEY,35.76,327.82,0.00099,9.02,194.8,13.11,137.79,52.58,0.729,0
SEG_0330,SUBANSIRI_VALLEY,41.23,40.17,0.01083,5.93,623.8,43.8,200.36,47.05,0.663,0
SEG_0331,BARAK_VALLEY,37.58,75.88,0.00565,13.99,2926.0,92.53,91.47,38.17,0.662,0
SEG_0332,TEESTA_VALLEY,16.72,124.23,-0.04699,15.46,2344.2,93.06,66.37,73.38,0.609,0
SEG_0333,SUBANSIRI_VALLEY,47.41,340.98,0.03849,12.35,985.6,35.06,240.84,1.23,0.637,0
SEG_0334,BARAK_VALLEY,20.59,122.39,-0.04211,8.2,928.4,40.56,208.64,112.26,0.239,1
SEG_0335,BRAHMAPUTRA_BASIN,51.43,22.25,-0.04076,4.28,2091.3,23.39,242.02,53.61,0.476,0
SEG_0336,BRAHMAPUTRA_BASIN,50.24,233.11,-0.0227,4.48,1044.0,20.22,235.38,94.1,0.447,0
SEG_0337,TEESTA_VALLEY,38.18,148.03,-0.00976,14.38,3136.6,90.92,78.47,82.93,0.304,0
SEG_0338,BRAHMAPUTRA_BASIN,35.19,310.73,0.03225,4.43,1710.6,20.41,170.54,113.99,0.203,0
SEG_0339,TEESTA_VALLEY,13.22,41.97,0.00467,14.63,1217.0,75.24,164.67,111.79,0.716,1
SEG_0340,BARAK_VALLEY,25.54,201.81,0.04427,3.16,903.7,79.42,24.68,9.08,0.371,0
SEG_0341,BARAK_VALLEY,54.03,77.29,-0.04328,10.33,2591.3,12.89,164.68,63.88,0.177,0
SEG_0342,MANAS_RIVER_BASIN,17.31,152.48,0.02936,2.44,2741.5,31.37,36.08,13.88,0.12,0
SEG_0343,TEESTA_VALLEY,27.9,81.55,0.0114,5.54,2030.2,41.97,205.89,98.48,0.458,0
SEG_0344,TEESTA_VALLEY,21.41,75.26,-0.04153,8.53,1697.8,84.84,55.31,45.72,0.706,0
SEG_0345,MANAS_RIVER_BASIN,24.23,165.28,-0.01967,15.06,432.9,93.1,170.97,63.79,0.124,0
SEG_0346,BARAK_VALLEY,37.82,349.61,0.00622,12.01,258.2,47.17,29.09,73.54,0.804,0
SEG_0347,SUBANSIRI_VALLEY,39.67,233.36,-0.02685,11.54,3291.8,14.16,79.91,52.58,0.774,0
SEG_0348,SUBANSIRI_VALLEY,25.66,243.3,0.01582,2.98,1395.5,26.18,39.2,99.28,0.131,0
SEG_0349,MANAS_RIVER_BASIN,16.0,186.58,0.02101,3.34,1125.6,96.21,65.59,37.57,0.727,0
SEG_0350,BRAHMAPUTRA_BASIN,20.83,102.85,-0.04086,6.41,169.8,79.51,99.56,53.27,0.77,0
SEG_0351,MANAS_RIVER_BASIN,5.4,339.54,-0.02629,3.51,2693.1,54.54,108.44,29.94,0.511,0
SEG_0352,BARAK_VALLEY,32.97,298.26,0.02128,11.75,1148.7,30.82,52.72,102.86,0.715,0
SEG_0353,BARAK_VALLEY,52.34,144.08,0.02833,5.72,3466.4,12.29,150.88,79.14,0.616,0
SEG_0354,MANAS_RIVER_BASIN,20.36,196.73,-0.00828,4.24,614.9,47.21,189.32,107.76,0.163,0
SEG_0355,BRAHMAPUTRA_BASIN,22.03,289.79,-0.04476,4.23,1188.0,16.84,58.75,99.62,0.811,0
SEG_0356,BRAHMAPUTRA_BASIN,51.32,151.07,-0.04494,2.55,2017.3,44.97,7.16,69.99,0.108,0
SEG_0357,SUBANSIRI_VALLEY,20.69,89.23,0.01977,7.1,1990.4,10.56,15.47,64.24,0.525,0
SEG_0358,SUBANSIRI_VALLEY,26.31,299.65,0.03056,5.14,806.8,82.74,232.6,11.44,0.438,0
SEG_0359,MANAS_RIVER_BASIN,36.32,103.44,-0.02203,6.65,2326.5,87.49,189.77,87.3,0.463,1
SEG_0360,MANAS_RIVER_BASIN,33.6,289.96,0.02602,4.15,539.4,33.87,90.27,49.01,0.61,0
SEG_0361,MANAS_RIVER_BASIN,46.37,210.54,-0.01625,13.24,877.9,96.87,86.2,40.48,0.334,1
SEG_0362,TEESTA_VALLEY,12.06,196.41,-0.03944,2.63,2304.2,57.63,20.51,4.19,0.842,0
SEG_0363,MANAS_RIVER_BASIN,54.63,56.23,0.04884,15.68,2782.5,68.69,144.45,103.93,0.317,1
SEG_0364,SUBANSIRI_VALLEY,27.32,222.76,0.01654,9.01,2264.1,12.09,107.41,33.47,0.197,0
SEG_0365,MANAS_RIVER_BASIN,43.98,5.83,0.03184,2.56,3116.9,98.28,73.52,25.24,0.674,0
SEG_0366,SUBANSIRI_VALLEY,8.05,103.62,-0.04067,15.49,490.1,23.51,222.39,113.27,0.674,0
SEG_0367,BRAHMAPUTRA_BASIN,33.77,154.46,-0.02241,12.76,807.4,71.62,58.33,75.04,0.66,0
SEG_0368,SUBANSIRI_VALLEY,40.07,40.84,0.04969,4.57,2087.6,46.61,31.6,3.34,0.567,0
SEG_0369,TEESTA_VALLEY,17.93,10.03,0.01314,7.97,1927.5,25.54,73.98,79.66,0.824,0
SEG_0370,MANAS_RIVER_BASIN,8.47,32.36,0.01009,6.77,3212.1,46.19,35.82,85.77,0.32,0
SEG_0371,MANAS_RIVER_BASIN,50.01,285.19,0.01764,11.51,3311.8,36.33,0.28,32.63,0.263,0
SEG_0372,SUBANSIRI_VALLEY,21.18,239.42,0.00566,6.8,488.3,18.4,207.88,110.21,0.587,0
SEG_0373,MANAS_RIVER_BASIN,49.71,232.17,-0.02117,6.18,3121.4,11.21,80.68,66.52,0.211,0
SEG_0374,TEESTA_VALLEY,24.2,239.86,0.04888,5.16,1376.9,52.72,34.5,9.72,0.722,0
SEG_0375,BARAK_VALLEY,31.59,314.5,0.04956,10.16,2847.4,39.1,76.44,48.32,0.604,0
SEG_0376,BARAK_VALLEY,23.23,265.86,0.01666,3.67,2012.8,32.85,201.02,51.11,0.846,0
SEG_0377,BARAK_VALLEY,35.96,67.19,-0.04743,5.98,1561.8,64.92,212.49,23.55,0.194,1
SEG_0378,SUBANSIRI_VALLEY,43.58,234.68,0.03324,15.66,1670.1,15.94,12.02,35.48,0.799,0
SEG_0379,BRAHMAPUTRA_BASIN,29.91,248.15,-0.02477,6.31,2155.5,89.92,202.48,69.98,0.648,1
SEG_0380,MANAS_RIVER_BASIN,54.83,252.16,0.02704,6.72,3296.7,57.14,183.1,110.89,0.831,0
SEG_0381,MANAS_RIVER_BASIN,40.11,119.29,0.01757,7.54,2651.8,50.42,103.07,112.17,0.288,0
SEG_0382,TEESTA_VALLEY,23.89,22.33,-0.01607,9.08,583.5,68.57,249.44,54.21,0.366,0
SEG_0383,MANAS_RIVER_BASIN,48.63,162.75,0.04858,2.0,2156.6,64.86,114.36,47.63,0.442,0
SEG_0384,TEESTA_VALLEY,52.73,54.52,-0.00226,10.43,2044.4,45.73,84.52,15.22,0.394,0
SEG_0385,BRAHMAPUTRA_BASIN,6.9,223.19,0.01982,5.01,166.0,42.36,24.65,13.98,0.291,0
SEG_0386,BARAK_VALLEY,33.29,326.89,-0.01037,6.15,519.3,23.48,108.19,71.48,0.16,0
SEG_0387,BRAHMAPUTRA_BASIN,28.5,180.9,-0.02992,6.41,2774.1,91.51,89.95,36.84,0.246,0
SEG_0388,BRAHMAPUTRA_BASIN,53.55,63.78,0.02221,2.56,1430.9,55.95,145.16,112.31,0.604,1
SEG_0389,TEESTA_VALLEY,12.46,282.93,0.01179,6.79,3061.1,11.15,56.67,68.03,0.364,0
SEG_0390,SUBANSIRI_VALLEY,7.73,215.81,0.04024,7.37,772.8,49.39,12.09,98.46,0.72,0
SEG_0391,BRAHMAPUTRA_BASIN,18.22,181.28,-0.04319,5.05,3275.1,51.48,111.35,1.75,0.286,0
SEG_0392,SUBANSIRI_VALLEY,5.72,172.2,-0.0479,13.47,2890.5,80.11,70.84,100.47,0.507,0
SEG_0393,BRAHMAPUTRA_BASIN,9.01,159.06,-0.03366,4.58,724.0,44.42,12.79,47.74,0.484,0
SEG_0394,BRAHMAPUTRA_BASIN,12.27,182.05,-0.0438,3.0,2017.1,60.38,219.51,66.94,0.82,0
SEG_0395,TEESTA_VALLEY,50.88,280.01,0.03223,14.64,1846.7,50.16,82.6,70.71,0.441,0
SEG_0396,TEESTA_VALLEY,11.35,44.38,0.00186,5.44,1266.3,98.07,171.08,113.88,0.207,1
SEG_0397,MANAS_RIVER_BASIN,9.56,102.92,0.01724,4.38,212.8,39.47,191.49,49.64,0.59,0
SEG_0398,TEESTA_VALLEY,9.92,344.42,0.00994,12.2,1117.5,44.99,59.23,11.64,0.234,0
SEG_0399,BRAHMAPUTRA_BASIN,38.88,196.89,-0.00249,14.91,273.1,34.97,87.48,93.89,0.844,0
SEG_0400,MANAS_RIVER_BASIN,16.23,143.76,-0.00903,15.7,649.5,81.13,83.55,87.7,0.415,0
SEG_0401,BARAK_VALLEY,23.61,187.88,-0.0432,4.54,3351.0,89.22,163.07,55.16,0.607,0
SEG_0402,SUBANSIRI_VALLEY,38.77,142.56,-0.0367,4.22,3323.5,88.28,226.76,118.98,0.256,1
SEG_0403,BARAK_VALLEY,38.46,174.17,-0.00816,7.01,2086.4,61.23,40.36,56.61,0.515,0
SEG_0404,BARAK_VALLEY,46.37,91.63,-0.0027,2.61,2453.7,39.42,186.18,49.49,0.247,0
SEG_0405,MANAS_RIVER_BASIN,29.41,47.95,-0.02387,7.87,2105.6,55.72,72.05,0.78,0.472,0
SEG_0406,MANAS_RIVER_BASIN,20.93,37.68,-0.03714,10.03,231.9,12.75,178.6,43.4,0.194,0
SEG_0407,BARAK_VALLEY,49.83,70.67,-0.04774,14.06,2028.4,89.27,149.24,97.22,0.422,1
SEG_0408,TEESTA_VALLEY,21.37,59.26,-0.03188,13.07,1358.9,48.8,148.51,70.76,0.151,0
SEG_0409,TEESTA_VALLEY,9.08,31.6,-0.03282,9.25,764.7,35.21,100.08,97.42,0.11,0
SEG_0410,TEESTA_VALLEY,19.68,95.76,-0.01672,9.8,2480.4,68.97,201.93,106.31,0.712,0
SEG_0411,SUBANSIRI_VALLEY,54.85,259.26,-0.02128,14.32,191.3,30.57,224.35,30.74,0.265,1
SEG_0412,BRAHMAPUTRA_BASIN,50.59,14.5,0.00122,11.53,3262.3,65.21,200.94,10.05,0.389,0
SEG_0413,BRAHMAPUTRA_BASIN,44.09,275.71,0.01917,15.52,1389.6,21.63,167.93,87.52,0.531,0
SEG_0414,BRAHMAPUTRA_BASIN,12.36,74.37,-0.01867,10.9,1406.0,10.61,130.85,110.58,0.709,0
SEG_0415,TEESTA_VALLEY,23.51,270.46,0.0397,13.85,656.2,95.11,94.17,40.71,0.147,0
SEG_0416,BRAHMAPUTRA_BASIN,20.85,291.18,0.03755,6.23,3008.3,86.29,191.16,17.6,0.618,0
SEG_0417,MANAS_RIVER_BASIN,21.41,19.36,0.01694,5.24,867.6,37.24,15.92,21.26,0.104,0
SEG_0418,BARAK_VALLEY,45.6,340.47,-0.01871,14.02,478.3,72.75,185.49,81.33,0.289,1
SEG_0419,BARAK_VALLEY,36.92,110.57,0.03597,15.43,777.6,17.85,48.63,98.47,0.607,0
SEG_0420,MANAS_RIVER_BASIN,30.56,217.55,-0.00391,13.6,2906.9,73.14,26.35,100.66,0.603,0
SEG_0421,MANAS_RIVER_BASIN,51.11,51.12,-0.01958,3.95,2149.8,37.26,81.53,8.51,0.362,0
SEG_0422,BARAK_VALLEY,36.48,310.85,-0.03677,15.69,2047.5,98.6,227.88,26.58,0.142,1
SEG_0423,SUBANSIRI_VALLEY,31.38,61.77,-0.03325,8.48,135.8,20.85,103.97,7.58,0.398,0
SEG_0424,TEESTA_VALLEY,34.77,149.45,-0.00778,12.99,701.1,83.0,162.19,50.28,0.444,0
SEG_0425,BRAHMAPUTRA_BASIN,7.3,335.1,0.01608,12.45,1104.3,85.26,64.9,0.2,0.382,0
SEG_0426,BRAHMAPUTRA_BASIN,15.98,0.08,0.0415,13.81,2603.2,24.94,30.09,8.11,0.643,0
SEG_0427,TEESTA_VALLEY,16.59,254.0,-0.01923,5.39,274.1,76.22,177.75,28.14,0.662,0
SEG_0428,TEESTA_VALLEY,24.59,288.86,-0.01588,8.22,2371.0,55.29,215.36,103.92,0.107,0
SEG_0429,BRAHMAPUTRA_BASIN,31.75,13.57,0.03081,6.49,1977.3,34.87,195.63,106.38,0.399,0
SEG_0430,BRAHMAPUTRA_BASIN,22.28,2.51,-0.00965,5.29,2869.7,40.02,206.88,0.07,0.331,0
SEG_0431,TEESTA_VALLEY,11.85,193.53,-0.03151,7.99,233.8,29.93,90.82,52.64,0.833,0
SEG_0432,BRAHMAPUTRA_BASIN,10.34,343.23,-0.04398,6.17,1057.3,38.52,41.07,93.98,0.192,0
SEG_0433,BARAK_VALLEY,21.31,7.47,0.02609,2.6,3029.0,20.56,42.97,57.18,0.653,0
SEG_0434,BRAHMAPUTRA_BASIN,30.59,277.0,0.04348,14.73,2872.3,89.05,49.8,34.1,0.317,0
SEG_0435,MANAS_RIVER_BASIN,24.67,196.04,-0.03401,11.68,603.1,37.62,125.84,95.57,0.655,0
SEG_0436,MANAS_RIVER_BASIN,25.07,285.53,-0.02795,4.6,3328.8,28.68,65.23,116.35,0.651,0
SEG_0437,SUBANSIRI_VALLEY,13.95,141.2,0.04478,3.98,2677.0,19.67,245.31,45.79,0.681,0
SEG_0438,MANAS_RIVER_BASIN,12.3,337.7,0.04176,14.42,2196.5,81.94,17.26,40.17,0.335,0
SEG_0439,BRAHMAPUTRA_BASIN,12.43,214.73,0.03144,7.35,480.3,27.51,59.37,35.99,0.582,0
SEG_0440,BARAK_VALLEY,40.63,69.54,-0.00287,8.62,1336.2,56.04,103.28,23.92,0.409,0
SEG_0441,BRAHMAPUTRA_BASIN,20.81,20.07,0.01098,5.37,1366.1,17.17,36.79,35.76,0.167,0
SEG_0442,TEESTA_VALLEY,22.14,40.14,0.00704,10.14,2507.1,31.38,110.94,33.88,0.161,0
SEG_0443,TEESTA_VALLEY,14.77,59.84,0.04165,6.59,1314.8,77.62,84.71,114.25,0.653,0
SEG_0444,TEESTA_VALLEY,20.7,179.71,-0.02834,14.22,323.1,53.38,172.85,31.41,0.568,0
SEG_0445,MANAS_RIVER_BASIN,14.52,330.2,0.00536,6.19,1519.4,37.79,181.28,95.56,0.725,0
SEG_0446,SUBANSIRI_VALLEY,45.25,304.21,-0.01049,2.72,1418.5,69.96,112.59,89.88,0.368,1
SEG_0447,SUBANSIRI_VALLEY,14.32,269.77,0.00457,4.86,1035.9,76.63,120.65,25.92,0.825,0
SEG_0448,SUBANSIRI_VALLEY,53.11,192.83,0.01183,11.53,2340.2,55.48,107.19,6.45,0.117,0
SEG_0449,MANAS_RIVER_BASIN,38.17,302.08,0.00507,4.14,2553.8,63.42,182.81,92.37,0.832,0
SEG_0450,MANAS_RIVER_BASIN,30.78,179.01,-0.03216,3.51,2950.5,64.66,81.46,23.01,0.517,0
SEG_0451,BARAK_VALLEY,22.0,313.07,-0.04119,12.88,2969.5,26.18,107.59,19.86,0.63,0
SEG_0452,MANAS_RIVER_BASIN,19.32,186.51,0.0248,13.71,2471.1,92.65,184.69,36.75,0.299,0
SEG_0453,BRAHMAPUTRA_BASIN,51.51,189.93,-0.02411,2.74,2546.8,20.8,75.69,63.9,0.523,0
